text,meta,sentence_id,sentiment
My understanding it was six months from the day the law was passed.,"{'company_name': 'CH Energy Group Inc', 'economic_sector': None, 'date': '25-Oct-2005', 'event_name': 'Q3 2005 CH Energy Group Earnings Conference Call', 'tokenized': ['My', 'understanding', 'it', 'was', 'six', 'months', 'from', 'the', 'day', 'the', 'law', 'was', 'passed', '.'], 'sentence_id': '0CE48FBC-4A1D-4380-9BFA-90FE0E1CD712_001_004_000_000'}",0CE48FBC-4A1D-4380-9BFA-90FE0E1CD712_001_004_000_000,0
"Let me start by calling your attention to 4 items included in our reported results and reflected in the Form 8-K filed on October 3. First, internal revenue growth will be reported on a constant currency basis, consistent with the First Data methodology.","{'company_name': 'Fiserv Inc', 'economic_sector': 'Industrials', 'date': '06-Nov-2019', 'event_name': 'Q3 2019 Fiserv Inc Earnings Call', 'tokenized': ['Let', 'me', 'start', 'by', 'calling', 'your', 'attention', 'to', '4', 'items', 'included', 'in', 'our', 'reported', 'results', 'and', 'reflected', 'in', 'the', 'Form', '8', '-', 'K', 'filed', 'on', 'October', '3', '.', 'First', ',', 'internal', 'revenue', 'growth', 'will', 'be', 'reported', 'on', 'a', 'constant', 'currency', 'basis', ',', 'consistent', 'with', 'the', 'First', 'Data', 'methodology', '.'], 'sentence_id': '2588F7CF-FEB2-4F76-8EA0-04593B538B63_000_004_002_000'}",2588F7CF-FEB2-4F76-8EA0-04593B538B63_000_004_002_000,1
"These industries where weakness is evident is primarily centered on mortgage brokers, victims of the sub-prime meltdown, and real estate, such as realtors.","{'company_name': 'Marlin Business Services Corp', 'economic_sector': None, 'date': '07-Nov-2007', 'event_name': 'Q3 2007 MARLIN BUSINESS SERVICES CORP Earnings Conference Call', 'tokenized': ['These', 'industries', 'where', 'weakness', 'is', 'evident', 'is', 'primarily', 'centered', 'on', 'mortgage', 'brokers', ',', 'victims', 'of', 'the', 'sub', '-', 'prime', 'meltdown', ',', 'and', 'real', 'estate', ',', 'such', 'as', 'realtors', '.'], 'sentence_id': 'F964CDA5-7A71-4B70-B1E1-07A17DCD170F_000_001_010_003'}",F964CDA5-7A71-4B70-B1E1-07A17DCD170F_000_001_010_003,-1
And that increase primarily reflected a temporary increase in our long-term debt prior to the deploying those proceeds from the most recent debt offerings to retire outstanding long-term debt.,"{'company_name': 'Fairfax Financial Holdings Ltd', 'economic_sector': 'Financials', 'date': '04-May-2018', 'event_name': 'Q1 2018 Fairfax Financial Holdings Ltd Earnings Call', 'tokenized': ['And', 'that', 'increase', 'primarily', 'reflected', 'a', 'temporary', 'increase', 'in', 'our', 'long', '-', 'term', 'debt', 'prior', 'to', 'the', 'deploying', 'those', 'proceeds', 'from', 'the', 'most', 'recent', 'debt', 'offerings', 'to', 'retire', 'outstanding', 'long', '-', 'term', 'debt', '.'], 'sentence_id': '662885D7-395F-45DB-9FEF-339E4FEFEDFB_000_003_018_002'}",662885D7-395F-45DB-9FEF-339E4FEFEDFB_000_003_018_002,-1
And so that's what you're seeing.,"{'company_name': 'Cleco Corporate Holdings LLC', 'economic_sector': None, 'date': '07-May-2009', 'event_name': 'Q1 2009 Cleco Corporation Earnings Conference Call', 'tokenized': ['And', 'so', 'that', ""'s"", 'what', 'you', ""'re"", 'seeing', '.'], 'sentence_id': '2C953EB5-4749-4469-BBD2-2D5A1108629C_001_067_004_001'}",2C953EB5-4749-4469-BBD2-2D5A1108629C_001_067_004_001,0
"Regarding margins from the engine room, do you have a sense if they're meaningfully different?","{'company_name': 'Omnicom Group Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '12-Feb-2008', 'event_name': 'Q4 2007 Omnicom Group Earnings Conference Call', 'tokenized': ['Regarding', 'margins', 'from', 'the', 'engine', 'room', ',', 'do', 'you', 'have', 'a', 'sense', 'if', 'they', ""'re"", 'meaningfully', 'different', '?'], 'sentence_id': '5942C6CA-58BB-441E-A2A9-F66727001253_001_020_000_000'}",5942C6CA-58BB-441E-A2A9-F66727001253_001_020_000_000,-1
"Again, I'm doing sort of quick and dirty math in my head.","{'company_name': 'Hilton Worldwide Holdings Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '25-Oct-2023', 'event_name': 'Q3 2023 Hilton Worldwide Holdings Inc Earnings Call', 'tokenized': ['Again', ',', 'I', ""'m"", 'doing', 'sort', 'of', 'quick', 'and', 'dirty', 'math', 'in', 'my', 'head', '.'], 'sentence_id': '2A9E8DC0-32FA-4E58-8E0B-ABAA9CA15EDD_001_006_006_000'}",2A9E8DC0-32FA-4E58-8E0B-ABAA9CA15EDD_001_006_006_000,0
We really have continued to make significant improvements in terms of our underwriting capability in the management of our risk generally within that portfolio.,"{'company_name': 'American Express Co', 'economic_sector': 'Financials', 'date': '24-Apr-2003', 'event_name': 'Q1 2003 American Express Company Earnings Conference Call', 'tokenized': ['We', 'really', 'have', 'continued', 'to', 'make', 'significant', 'improvements', 'in', 'terms', 'of', 'our', 'underwriting', 'capability', 'in', 'the', 'management', 'of', 'our', 'risk', 'generally', 'within', 'that', 'portfolio', '.'], 'sentence_id': '8468BBC9-B5C5-490C-AF48-2B656131D466_001_072_000_001'}",8468BBC9-B5C5-490C-AF48-2B656131D466_001_072_000_001,1
"It's all over to you, sir.","{'company_name': 'Indian Oil Corporation Ltd', 'economic_sector': 'Energy', 'date': '02-Nov-2020', 'event_name': 'Q2 2021 Indian Oil Corporation Ltd Earnings Call', 'tokenized': ['It', ""'s"", 'all', 'over', 'to', 'you', ',', 'sir', '.'], 'sentence_id': '61BBC9FA-A590-4E76-8FE5-1388852AF82B_001_123_004_004'}",61BBC9FA-A590-4E76-8FE5-1388852AF82B_001_123_004_004,0
"We still have more depreciation expense, so it's difficult because there are so many variables in that question, but I think the main point is that there are positive trends now, and we're on the right trajectory.","{'company_name': 'Textainer Group Holdings Ltd', 'economic_sector': 'Industrials', 'date': '16-Feb-2017', 'event_name': 'Q4 2016 Textainer Group Holdings Ltd Earnings Call', 'tokenized': ['We', 'still', 'have', 'more', 'depreciation', 'expense', ',', 'so', 'it', ""'s"", 'difficult', 'because', 'there', 'are', 'so', 'many', 'variables', 'in', 'that', 'question', ',', 'but', 'I', 'think', 'the', 'main', 'point', 'is', 'that', 'there', 'are', 'positive', 'trends', 'now', ',', 'and', 'we', ""'re"", 'on', 'the', 'right', 'trajectory', '.'], 'sentence_id': '35B117B9-4F38-4287-AD83-7C09C7260720_001_030_000_003'}",35B117B9-4F38-4287-AD83-7C09C7260720_001_030_000_003,1
"For example, the -- the privatization with the correctional facility where there was a dispute between RSVP and its partner, which we have -- you know, that was a settlement that we went through and liquidated through that.","{'company_name': 'SL Green Realty Corp', 'economic_sector': 'Real Estate', 'date': '06-Aug-2003', 'event_name': 'Q2 2003 Reckson Associates Realty Corp. Earnings Conference Call', 'tokenized': ['For', 'example', ',', 'the', '--', 'the', 'privatization', 'with', 'the', 'correctional', 'facility', 'where', 'there', 'was', 'a', 'dispute', 'between', 'RSVP', 'and', 'its', 'partner', ',', 'which', 'we', 'have', '--', 'you', 'know', ',', 'that', 'was', 'a', 'settlement', 'that', 'we', 'went', 'through', 'and', 'liquidated', 'through', 'that', '.'], 'sentence_id': '8F01A990-A1D6-4431-A539-7E2F041AFA15_001_111_000_002'}",8F01A990-A1D6-4431-A539-7E2F041AFA15_001_111_000_002,1
"Our long-term model for profitability is based on our demonstrated maintenance of our gross margins in the low 60% range, and careful management of our OpEx spending.","{'company_name': 'PLX Technology Inc', 'economic_sector': None, 'date': '28-Jul-2008', 'event_name': 'Q2 2008 PLX Technology Earnings Conference Call', 'tokenized': ['Our', 'long', '-', 'term', 'model', 'for', 'profitability', 'is', 'based', 'on', 'our', 'demonstrated', 'maintenance', 'of', 'our', 'gross', 'margins', 'in', 'the', 'low', '60', '%', 'range', ',', 'and', 'careful', 'management', 'of', 'our', 'OpEx', 'spending', '.'], 'sentence_id': '2433E187-7E51-4476-945A-0693F1C5FA8D_000_003_004_003'}",2433E187-7E51-4476-945A-0693F1C5FA8D_000_003_004_003,1
(Operator Instructions),"{'company_name': 'Varonis Systems Inc', 'economic_sector': 'Technology', 'date': '29-Jul-2024', 'event_name': 'Q2 2024 Varonis Systems Inc Earnings Call', 'tokenized': ['(', 'Operator', 'Instructions', ')'], 'sentence_id': '2BEB23A2-C06E-473B-B5F8-0C9D32C3A6E5_000_000_000_001'}",2BEB23A2-C06E-473B-B5F8-0C9D32C3A6E5_000_000_000_001,0
"Okay, what's the current field force?","{'company_name': 'IPCA Laboratories Ltd', 'economic_sector': 'Healthcare', 'date': '08-Feb-2018', 'event_name': 'Q3 2018 IPCA Laboratories Ltd Earnings Call', 'tokenized': ['Okay', ',', 'what', ""'s"", 'the', 'current', 'field', 'force', '?'], 'sentence_id': '111DA23E-7B70-477A-ADE7-22E92B420BD9_001_189_000_000'}",111DA23E-7B70-477A-ADE7-22E92B420BD9_001_189_000_000,0
"In terms of interest expense, just a reminder that AGCO's adopted FSPAPB14-1 on January 1 of this year.","{'company_name': 'AGCO Corp', 'economic_sector': 'Industrials', 'date': '27-Oct-2009', 'event_name': 'Q3 2009 AGCO Earnings Conference Call', 'tokenized': ['In', 'terms', 'of', 'interest', 'expense', ',', 'just', 'a', 'reminder', 'that', 'AGCO', ""'s"", 'adopted', 'FSPAPB14', '-', '1', 'on', 'January', '1', 'of', 'this', 'year', '.'], 'sentence_id': 'B6A2B128-86DC-44A3-ABCA-DCE371BC383E_000_003_022_000'}",B6A2B128-86DC-44A3-ABCA-DCE371BC383E_000_003_022_000,1
Now let me turn the call over to Joseph Garcia for the financial overview.,"{'company_name': 'Spanish Broadcasting System Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '16-Aug-2017', 'event_name': 'Q2 2017 Spanish Broadcasting System Inc Earnings Call', 'tokenized': ['Now', 'let', 'me', 'turn', 'the', 'call', 'over', 'to', 'Joseph', 'Garcia', 'for', 'the', 'financial', 'overview', '.'], 'sentence_id': '16330F33-A1CA-496E-AB25-3A34F4D5EAA4_000_004_036_000'}",16330F33-A1CA-496E-AB25-3A34F4D5EAA4_000_004_036_000,0
Okay.,"{'company_name': 'Info Edge (India) Ltd', 'economic_sector': 'Technology', 'date': '16-Oct-2014', 'event_name': 'Q2 2015 Info Edge India Ltd Earnings Call', 'tokenized': ['Okay', '.'], 'sentence_id': '7F8CCEF0-81EE-4058-9E81-B4F9DEDBCF38_001_131_000_000'}",7F8CCEF0-81EE-4058-9E81-B4F9DEDBCF38_001_131_000_000,0
"Good morning, guys, this is David Buckley on for John.","{'company_name': 'Sequential Brands Group Inc', 'economic_sector': 'Consumer Cyclicals', 'date': '02-Mar-2017', 'event_name': 'Q4 2016 Sequential Brands Group Inc Earnings Call', 'tokenized': ['Good', 'morning', ',', 'guys', ',', 'this', 'is', 'David', 'Buckley', 'on', 'for', 'John', '.'], 'sentence_id': '337F7437-6E77-475E-9721-DA06CB6BEB48_001_062_000_000'}",337F7437-6E77-475E-9721-DA06CB6BEB48_001_062_000_000,0
Dividend that was decided yesterday by the general assembly will be paid on the May 6.,"{'company_name': 'Medistim ASA', 'economic_sector': 'Healthcare', 'date': '25-Apr-2024', 'event_name': 'Q1 2024 Medistim ASA Earnings Call', 'tokenized': ['Dividend', 'that', 'was', 'decided', 'yesterday', 'by', 'the', 'general', 'assembly', 'will', 'be', 'paid', 'on', 'the', 'May', '6', '.'], 'sentence_id': '5086FC66-0A42-4CE5-BA47-C2EA27C61227_000_001_014_001'}",5086FC66-0A42-4CE5-BA47-C2EA27C61227_000_001_014_001,1
Hence we have targeted much of this to start in August.,"{'company_name': 'Intel Corp', 'economic_sector': 'Technology', 'date': '17-Jul-2001', 'event_name': 'Q2 2001 Intel Earnings Conference Call', 'tokenized': ['Hence', 'we', 'have', 'targeted', 'much', 'of', 'this', 'to', 'start', 'in', 'August', '.'], 'sentence_id': '818C0E2D-7D9D-47C6-856B-E5138B9B4D01_000_129_000_004'}",818C0E2D-7D9D-47C6-856B-E5138B9B4D01_000_129_000_004,1
"Now turning to the income statement, which I'll walk down starting with our top-line growth.","{'company_name': 'Amerisourcebergen Corp', 'economic_sector': None, 'date': '22-Jan-2009', 'event_name': 'Q1 2009 AmeriSourceBergen Earnings Conference Call', 'tokenized': ['Now', 'turning', 'to', 'the', 'income', 'statement', ',', 'which', 'I', ""'ll"", 'walk', 'down', 'starting', 'with', 'our', 'top', '-', 'line', 'growth', '.'], 'sentence_id': '5372B3F3-03D8-43B9-863F-6905AE03015C_000_003_002_000'}",5372B3F3-03D8-43B9-863F-6905AE03015C_000_003_002_000,0
"However, these sales are low margin sales.","{'company_name': 'Sunopta Inc', 'economic_sector': 'Consumer Non-Cyclicals', 'date': '06-Nov-2003', 'event_name': 'Q3 2003 SunOpta Inc. Earnings Conference Call', 'tokenized': ['However', ',', 'these', 'sales', 'are', 'low', 'margin', 'sales', '.'], 'sentence_id': '0B4279CF-2365-4A3F-BC3F-01784CF4825E_000_001_018_003'}",0B4279CF-2365-4A3F-BC3F-01784CF4825E_000_001_018_003,-1
"Our system gross margin for the quarter was 18%, 18.1%.","{'company_name': 'Immucor Inc', 'economic_sector': None, 'date': '08-Jan-2009', 'event_name': 'Q2 2009 Immucor Earnings Conference Call', 'tokenized': ['Our', 'system', 'gross', 'margin', 'for', 'the', 'quarter', 'was', '18', '%', ',', '18.1', '%', '.'], 'sentence_id': 'B12DD294-14FE-43B4-9E25-B85B3C954441_001_034_000_000'}",B12DD294-14FE-43B4-9E25-B85B3C954441_001_034_000_000,1
(OPERATOR INSTRUCTIONS).,"{'company_name': 'TransAct Technologies Inc', 'economic_sector': 'Technology', 'date': '03-Nov-2003', 'event_name': 'Q3 2003 Transact Technologies Earnings Conference Call', 'tokenized': ['(', 'OPERATOR', 'INSTRUCTIONS', ')', '.'], 'sentence_id': '67EBC137-A071-4C01-9ACE-30CE04909C21_001_000_000_000'}",67EBC137-A071-4C01-9ACE-30CE04909C21_001_000_000_000,0
So it's the July price increase becoming more fully implemented and the surcharge.,"{'company_name': 'Steelcase Inc', 'economic_sector': 'Industrials', 'date': '22-Sep-2022', 'event_name': 'Q2 2023 Steelcase Inc Earnings Call', 'tokenized': ['So', 'it', ""'s"", 'the', 'July', 'price', 'increase', 'becoming', 'more', 'fully', 'implemented', 'and', 'the', 'surcharge', '.'], 'sentence_id': 'AB95088E-F6E0-4810-90F8-649BE001EDA2_001_024_000_002'}",AB95088E-F6E0-4810-90F8-649BE001EDA2_001_024_000_002,1
Given the 20% sequential growth in HDX where does that bring roughly HDX shipments relative to overall video shipments?,"{'company_name': 'Polycom Inc', 'economic_sector': None, 'date': '16-Apr-2008', 'event_name': 'Q1 2008 Polycom Incorporated Earnings Conference Call', 'tokenized': ['Given', 'the', '20', '%', 'sequential', 'growth', 'in', 'HDX', 'where', 'does', 'that', 'bring', 'roughly', 'HDX', 'shipments', 'relative', 'to', 'overall', 'video', 'shipments', '?'], 'sentence_id': '91B19A18-F4C1-42D1-B10F-AE547DF9EB87_001_133_000_001'}",91B19A18-F4C1-42D1-B10F-AE547DF9EB87_001_133_000_001,0
Let me take that one George.,"{'company_name': 'Caribou Coffee Company Inc', 'economic_sector': None, 'date': '04-May-2006', 'event_name': 'Q1 2006 CARIBOU COFFEE CO INC Earnings Conference Call', 'tokenized': ['Let', 'me', 'take', 'that', 'one', 'George', '.'], 'sentence_id': '91C44B0D-9269-4245-A3F6-95178CE4BA37_001_024_000_000'}",91C44B0D-9269-4245-A3F6-95178CE4BA37_001_024_000_000,0
Okay.,"{'company_name': 'HNI Corp', 'economic_sector': 'Industrials', 'date': '24-Oct-2019', 'event_name': 'Q3 2019 HNI Corp Earnings Call', 'tokenized': ['Okay', '.'], 'sentence_id': 'D2D2DBAF-23B3-4E9D-90F5-91B74B9C28A7_001_032_000_000'}",D2D2DBAF-23B3-4E9D-90F5-91B74B9C28A7_001_032_000_000,0
Another bright spot was the improvement in the sales of our premium cabin products.,"{'company_name': 'Alaska Air Group Inc', 'economic_sector': 'Industrials', 'date': '24-Oct-2019', 'event_name': 'Q3 2019 Alaska Air Group Inc Earnings Call', 'tokenized': ['Another', 'bright', 'spot', 'was', 'the', 'improvement', 'in', 'the', 'sales', 'of', 'our', 'premium', 'cabin', 'products', '.'], 'sentence_id': '69F5B7D6-2E5E-4E60-9C83-B172BAD2B8CB_000_003_012_000'}",69F5B7D6-2E5E-4E60-9C83-B172BAD2B8CB_000_003_012_000,1
Is it something in terms of the -- just getting things through the regulatory bodies?,"{'company_name': 'Vulcan Materials Co', 'economic_sector': 'Basic Materials', 'date': '18-Feb-2020', 'event_name': 'Q4 2019 Vulcan Materials Co Earnings Call', 'tokenized': ['Is', 'it', 'something', 'in', 'terms', 'of', 'the', '--', 'just', 'getting', 'things', 'through', 'the', 'regulatory', 'bodies', '?'], 'sentence_id': '2BDC8FE0-247E-4697-984F-D08B71CFD145_001_033_000_003'}",2BDC8FE0-247E-4697-984F-D08B71CFD145_001_033_000_003,-1
"So this is going to be our major, major growth area, which we have been talking about earlier also.","{'company_name': 'Dixon Technologies (India) Ltd', 'economic_sector': 'Technology', 'date': '25-Jul-2023', 'event_name': 'Q1 2024 Dixon Technologies (India) Ltd Earnings Call', 'tokenized': ['So', 'this', 'is', 'going', 'to', 'be', 'our', 'major', ',', 'major', 'growth', 'area', ',', 'which', 'we', 'have', 'been', 'talking', 'about', 'earlier', 'also', '.'], 'sentence_id': '7C6E5AF0-631D-446A-8AB2-E1B22F46C0EA_000_004_044_000'}",7C6E5AF0-631D-446A-8AB2-E1B22F46C0EA_000_004_044_000,1
"We managed to navigate without any issue, the banking turmoil that hit the sector in Q1 and are making constant improvements to our internal controls and our risk framework to ensure that the 2 exceptional hits that we took during 2022 remain exactly that exceptional.","{'company_name': 'Coinshares International Ltd', 'economic_sector': 'Financials', 'date': '16-May-2023', 'event_name': 'Q1 2023 CoinShares International Ltd Earnings Call', 'tokenized': ['We', 'managed', 'to', 'navigate', 'without', 'any', 'issue', ',', 'the', 'banking', 'turmoil', 'that', 'hit', 'the', 'sector', 'in', 'Q1', 'and', 'are', 'making', 'constant', 'improvements', 'to', 'our', 'internal', 'controls', 'and', 'our', 'risk', 'framework', 'to', 'ensure', 'that', 'the', '2', 'exceptional', 'hits', 'that', 'we', 'took', 'during', '2022', 'remain', 'exactly', 'that', 'exceptional', '.'], 'sentence_id': 'BFC1B5C1-C51B-40FE-841A-030A7BBF4C41_000_003_036_001'}",BFC1B5C1-C51B-40FE-841A-030A7BBF4C41_000_003_036_001,1
Please begin.,"{'company_name': 'SMTC Corp', 'economic_sector': None, 'date': '09-May-2012', 'event_name': 'Q1 2012 SMTC Corporation Earnings Conference Call', 'tokenized': ['Please', 'begin', '.'], 'sentence_id': '0D56838D-5E44-45C8-9320-83E63B9F3AD7_000_000_006_001'}",0D56838D-5E44-45C8-9320-83E63B9F3AD7_000_000_006_001,0
"Could you please clarify, one, if that is true on your part.","{'company_name': 'Petroleos Mexicanos', 'economic_sector': 'Energy', 'date': '27-Jul-2017', 'event_name': 'Q2 2017 Petroleos Mexicanos Earnings Call', 'tokenized': ['Could', 'you', 'please', 'clarify', ',', 'one', ',', 'if', 'that', 'is', 'true', 'on', 'your', 'part', '.'], 'sentence_id': 'C18E7377-FFF0-4EB3-A650-E606F08877E1_001_004_000_004'}",C18E7377-FFF0-4EB3-A650-E606F08877E1_001_004_000_004,-1
"First, on the pricing side, going into 2019 on the exchanges, obviously you're doing well and even better than expected.","{'company_name': 'Centene Corp', 'economic_sector': 'Healthcare', 'date': '24-Apr-2018', 'event_name': 'Q1 2018 Centene Corp Earnings Call', 'tokenized': ['First', ',', 'on', 'the', 'pricing', 'side', ',', 'going', 'into', '2019', 'on', 'the', 'exchanges', ',', 'obviously', 'you', ""'re"", 'doing', 'well', 'and', 'even', 'better', 'than', 'expected', '.'], 'sentence_id': '2A9C4ACF-C4ED-4232-8C79-ACBA922D0D0A_001_072_000_001'}",2A9C4ACF-C4ED-4232-8C79-ACBA922D0D0A_001_072_000_001,1
"Information we have from carriers is that right now, out of about 30 provincial centers in China, they've only gotten the initial 100 gig to about 20 of them.","{'company_name': 'NeoPhotonics Corp', 'economic_sector': None, 'date': '08-Aug-2016', 'event_name': 'Q2 2016 NeoPhotonics Corp Earnings Call', 'tokenized': ['Information', 'we', 'have', 'from', 'carriers', 'is', 'that', 'right', 'now', ',', 'out', 'of', 'about', '30', 'provincial', 'centers', 'in', 'China', ',', 'they', ""'ve"", 'only', 'gotten', 'the', 'initial', '100', 'gig', 'to', 'about', '20', 'of', 'them', '.'], 'sentence_id': '830D5F44-2D17-432C-A452-5D0A425E233A_001_065_002_000'}",830D5F44-2D17-432C-A452-5D0A425E233A_001_065_002_000,-1
"In content operations, for example, we are helping clients generate automated content, image, audio, and video.","{'company_name': 'Eclerx Services Ltd', 'economic_sector': 'Industrials', 'date': '17-May-2024', 'event_name': 'Q4 2024 Eclerx Services Ltd Earnings Call', 'tokenized': ['In', 'content', 'operations', ',', 'for', 'example', ',', 'we', 'are', 'helping', 'clients', 'generate', 'automated', 'content', ',', 'image', ',', 'audio', ',', 'and', 'video', '.'], 'sentence_id': '8638CCAD-1A19-4E5E-8AEA-D084A2F05515_000_001_020_002'}",8638CCAD-1A19-4E5E-8AEA-D084A2F05515_000_001_020_002,1
Another bright spot was the improvement in the sales of our premium cabin products.,"{'company_name': 'Alaska Air Group Inc', 'economic_sector': 'Industrials', 'date': '24-Oct-2019', 'event_name': 'Q3 2019 Alaska Air Group Inc Earnings Call', 'tokenized': ['Another', 'bright', 'spot', 'was', 'the', 'improvement', 'in', 'the', 'sales', 'of', 'our', 'premium', 'cabin', 'products', '.'], 'sentence_id': '69F5B7D6-2E5E-4E60-9C83-B172BAD2B8CB_000_003_012_000'}",69F5B7D6-2E5E-4E60-9C83-B172BAD2B8CB_000_003_012_000,1
Is it something in terms of the -- just getting things through the regulatory bodies?,"{'company_name': 'Vulcan Materials Co', 'economic_sector': 'Basic Materials', 'date': '18-Feb-2020', 'event_name': 'Q4 2019 Vulcan Materials Co Earnings Call', 'tokenized': ['Is', 'it', 'something', 'in', 'terms', 'of', 'the', '--', 'just', 'getting', 'things', 'through', 'the', 'regulatory', 'bodies', '?'], 'sentence_id': '2BDC8FE0-247E-4697-984F-D08B71CFD145_001_033_000_003'}",2BDC8FE0-247E-4697-984F-D08B71CFD145_001_033_000_003,-1
"So this is going to be our major, major growth area, which we have been talking about earlier also.","{'company_name': 'Dixon Technologies (India) Ltd', 'economic_sector': 'Technology', 'date': '25-Jul-2023', 'event_name': 'Q1 2024 Dixon Technologies (India) Ltd Earnings Call', 'tokenized': ['So', 'this', 'is', 'going', 'to', 'be', 'our', 'major', ',', 'major', 'growth', 'area', ',', 'which', 'we', 'have', 'been', 'talking', 'about', 'earlier', 'also', '.'], 'sentence_id': '7C6E5AF0-631D-446A-8AB2-E1B22F46C0EA_000_004_044_000'}",7C6E5AF0-631D-446A-8AB2-E1B22F46C0EA_000_004_044_000,1
"We managed to navigate without any issue, the banking turmoil that hit the sector in Q1 and are making constant improvements to our internal controls and our risk framework to ensure that the 2 exceptional hits that we took during 2022 remain exactly that exceptional.","{'company_name': 'Coinshares International Ltd', 'economic_sector': 'Financials', 'date': '16-May-2023', 'event_name': 'Q1 2023 CoinShares International Ltd Earnings Call', 'tokenized': ['We', 'managed', 'to', 'navigate', 'without', 'any', 'issue', ',', 'the', 'banking', 'turmoil', 'that', 'hit', 'the', 'sector', 'in', 'Q1', 'and', 'are', 'making', 'constant', 'improvements', 'to', 'our', 'internal', 'controls', 'and', 'our', 'risk', 'framework', 'to', 'ensure', 'that', 'the', '2', 'exceptional', 'hits', 'that', 'we', 'took', 'during', '2022', 'remain', 'exactly', 'that', 'exceptional', '.'], 'sentence_id': 'BFC1B5C1-C51B-40FE-841A-030A7BBF4C41_000_003_036_001'}",BFC1B5C1-C51B-40FE-841A-030A7BBF4C41_000_003_036_001,1
Please begin.,"{'company_name': 'SMTC Corp', 'economic_sector': None, 'date': '09-May-2012', 'event_name': 'Q1 2012 SMTC Corporation Earnings Conference Call', 'tokenized': ['Please', 'begin', '.'], 'sentence_id': '0D56838D-5E44-45C8-9320-83E63B9F3AD7_000_000_006_001'}",0D56838D-5E44-45C8-9320-83E63B9F3AD7_000_000_006_001,0
"Could you please clarify, one, if that is true on your part.","{'company_name': 'Petroleos Mexicanos', 'economic_sector': 'Energy', 'date': '27-Jul-2017', 'event_name': 'Q2 2017 Petroleos Mexicanos Earnings Call', 'tokenized': ['Could', 'you', 'please', 'clarify', ',', 'one', ',', 'if', 'that', 'is', 'true', 'on', 'your', 'part', '.'], 'sentence_id': 'C18E7377-FFF0-4EB3-A650-E606F08877E1_001_004_000_004'}",C18E7377-FFF0-4EB3-A650-E606F08877E1_001_004_000_004,-1
"First, on the pricing side, going into 2019 on the exchanges, obviously you're doing well and even better than expected.","{'company_name': 'Centene Corp', 'economic_sector': 'Healthcare', 'date': '24-Apr-2018', 'event_name': 'Q1 2018 Centene Corp Earnings Call', 'tokenized': ['First', ',', 'on', 'the', 'pricing', 'side', ',', 'going', 'into', '2019', 'on', 'the', 'exchanges', ',', 'obviously', 'you', ""'re"", 'doing', 'well', 'and', 'even', 'better', 'than', 'expected', '.'], 'sentence_id': '2A9C4ACF-C4ED-4232-8C79-ACBA922D0D0A_001_072_000_001'}",2A9C4ACF-C4ED-4232-8C79-ACBA922D0D0A_001_072_000_001,1
"Information we have from carriers is that right now, out of about 30 provincial centers in China, they've only gotten the initial 100 gig to about 20 of them.","{'company_name': 'NeoPhotonics Corp', 'economic_sector': None, 'date': '08-Aug-2016', 'event_name': 'Q2 2016 NeoPhotonics Corp Earnings Call', 'tokenized': ['Information', 'we', 'have', 'from', 'carriers', 'is', 'that', 'right', 'now', ',', 'out', 'of', 'about', '30', 'provincial', 'centers', 'in', 'China', ',', 'they', ""'ve"", 'only', 'gotten', 'the', 'initial', '100', 'gig', 'to', 'about', '20', 'of', 'them', '.'], 'sentence_id': '830D5F44-2D17-432C-A452-5D0A425E233A_001_065_002_000'}",830D5F44-2D17-432C-A452-5D0A425E233A_001_065_002_000,-1
"In content operations, for example, we are helping clients generate automated content, image, audio, and video.","{'company_name': 'Eclerx Services Ltd', 'economic_sector': 'Industrials', 'date': '17-May-2024', 'event_name': 'Q4 2024 Eclerx Services Ltd Earnings Call', 'tokenized': ['In', 'content', 'operations', ',', 'for', 'example', ',', 'we', 'are', 'helping', 'clients', 'generate', 'automated', 'content', ',', 'image', ',', 'audio', ',', 'and', 'video', '.'], 'sentence_id': '8638CCAD-1A19-4E5E-8AEA-D084A2F05515_000_001_020_002'}",8638CCAD-1A19-4E5E-8AEA-D084A2F05515_000_001_020_002,1
We would have 50% of the numbers in that note.,"{'company_name': 'Crombie Real Estate Investment Trust', 'economic_sector': 'Real Estate', 'date': '06-May-2021', 'event_name': 'Q1 2021 Crombie Real Estate Investment Trust Earnings Call', 'tokenized': ['We', 'would', 'have', '50', '%', 'of', 'the', 'numbers', 'in', 'that', 'note', '.'], 'sentence_id': 'CB764A15-B18F-48B2-974D-7BA87176F46C_001_011_000_003'}",CB764A15-B18F-48B2-974D-7BA87176F46C_001_011_000_003,0
And again we believe that the market is up at approximately 18 percent.,"{'company_name': 'Motorola Solutions Inc', 'economic_sector': 'Technology', 'date': '16-Oct-2002', 'event_name': 'Q3 2002 Motorola Earnings Conference Call', 'tokenized': ['And', 'again', 'we', 'believe', 'that', 'the', 'market', 'is', 'up', 'at', 'approximately', '18', 'percent', '.'], 'sentence_id': 'EC736345-F5E0-4212-91AA-027B67C304FF_000_004_000_042'}",EC736345-F5E0-4212-91AA-027B67C304FF_000_004_000_042,1
